,year,selling_price,transmission,engine,max_power,torque
1700,2015,409999,1,119,219,424
1701,2016,625000,1,32,0,241
1702,2015,290000,1,113,186,405
1703,2015,500000,1,35,40,115
1704,2011,475000,1,39,60,274
1705,2013,190000,1,114,189,407
1706,2014,750000,1,71,74,311
1707,2014,525000,1,29,25,249
1708,2012,495000,1,66,103,339
1728,2010,321000,0,35,42,116
1729,2017,585000,1,10,253,9
1730,2011,225000,1,25,223,139
1731,2017,500000,1,36,311,193
1732,2011,350000,1,24,295,224
1733,2016,756000,1,13,287,193
1734,2014,240000,1,112,180,400
1735,2012,80000,1,112,168,390
1736,2019,800000,1,10,261,46
1737,2018,1250000,1,71,84,300
1738,2009,320000,1,71,45,287
1739,2017,509999,1,10,262,50
1740,2019,650000,1,13,242,174
1741,2011,210000,1,119,222,424
1742,2008,110000,1,112,178,398
1743,2017,665000,1,35,25,278
1744,2017,555000,1,36,27,261
1745,2017,560000,1,36,27,261
1746,2016,375000,1,11,250,173
1748,2017,2950000,0,96,118,365
1749,2017,605000,1,13,243,178
1750,2017,720000,1,12,289,31
1751,2017,800000,1,13,287,193
1752,2017,1325000,1,71,74,311
1753,2011,625000,1,98,39,288
1754,2011,350000,1,24,295,224
1755,2012,600000,1,85,0,191
1756,2012,300000,1,10,265,37
1757,2011,240000,1,71,71,302
1758,2016,377000,1,36,317,212
1759,2013,450000,1,21,302,85
1760,2008,160000,1,47,8,103
1761,2019,525000,1,10,261,36
1762,2011,550000,1,85,5,187
1763,2010,270000,1,62,83,309
1764,2016,570000,1,19,220,144
1765,2011,225000,1,25,223,139
1766,2019,590000,1,10,261,36
1767,2018,1675000,1,58,112,324
1768,2019,800000,1,8,306,67
1769,2014,450000,1,12,263,14
1770,2012,300000,1,26,230,79
1771,2017,645000,1,10,260,48
1772,2013,520000,1,13,242,178
1773,2013,200000,1,114,189,407
1774,2015,700000,1,35,40,115
1775,2000,45000,1,112,170,388
1776,2016,459999,1,36,317,212
1777,2014,325000,1,13,240,178
1778,2015,350000,1,119,219,424
1779,2011,440000,1,39,59,275
1780,2011,320000,1,24,295,224
1781,2011,169000,1,118,203,422
1782,2013,350000,1,11,239,27
1783,2014,350000,1,25,218,139
1784,2013,310000,1,25,226,139
1786,2010,420000,1,71,35,281
1787,2015,685000,0,21,296,85
1788,2014,560000,1,29,23,245
1789,2013,470000,1,13,242,178
1790,2011,380000,1,47,8,102
1791,2015,670000,1,65,45,284
1792,2018,550000,1,10,259,41
1793,2016,749000,1,42,49,130
1794,2015,899000,1,39,57,275
1795,2011,290000,1,62,55,296
1796,2014,869999,1,85,3,191
1797,2015,350000,1,11,218,10
1798,2017,500000,1,10,270,55
1799,2014,400000,0,36,14,260
1800,2016,260000,1,113,186,405
1801,2015,220000,1,112,180,400
1802,2014,190000,1,13,238,148
1803,2016,400000,1,10,262,50
1804,2014,170000,1,116,191,109
1805,2019,650000,1,10,261,58
1806,2007,60000,1,112,170,388
1807,2007,300000,1,68,61,203
1808,2012,125000,1,118,204,422
1810,2012,500000,1,71,74,311
1811,2011,170000,1,112,178,398
1812,2012,310000,1,13,239,178
1813,2011,130000,1,118,203,422
1814,2016,465000,1,119,219,424
1816,2005,800000,0,103,146,368
1817,2012,260000,1,119,222,424
1818,2013,500000,1,90,205,160
1819,2017,325000,1,120,218,426
1820,2013,400000,1,90,205,160
1821,2018,3200000,1,96,118,358
1822,2007,200000,1,24,183,416
1823,2013,450000,1,32,0,241
1824,2012,229999,1,26,230,79
1825,2016,340000,1,114,189,407
1826,2014,550000,1,90,204,182
1827,2011,975000,0,99,91,340
1829,2010,225000,1,43,5,133
1831,2013,280000,1,24,228,106
1833,2012,259000,1,24,228,106
1834,2018,3200000,0,96,118,365
1835,2018,1400000,1,65,74,301
1836,2015,416000,0,37,29,97
1837,2011,250000,1,13,295,192
1838,2010,210000,1,13,292,192
1839,2008,290000,1,71,45,287
1840,2012,220000,1,24,228,106
1841,2012,246000,1,24,228,106
1842,2018,260000,1,112,167,388
1843,2018,1050000,1,24,289,221
1847,2016,550000,1,10,259,41
1848,2017,450000,1,26,229,95
1849,2016,773000,1,35,40,115
1850,2017,450000,1,12,274,49
1851,2019,409999,1,9,235,5
1852,2003,45000,1,112,170,388
1853,2014,600000,0,86,127,234
1854,2010,250000,1,12,254,15
1855,2008,70000,1,26,203,62
1866,2018,430000,1,119,219,424
1868,2016,675000,1,35,40,115
1869,2017,570000,1,10,259,41
1870,2017,850000,1,13,287,193
1874,2018,640000,1,34,46,121
1875,2013,250000,1,26,229,95
1876,2018,1250000,1,29,23,245
1877,2017,889000,1,35,50,124
1878,2017,750000,1,24,290,221
1879,2010,320000,1,13,246,178
1880,2011,600000,1,59,70,303
1881,2018,1000000,1,13,287,193
1882,2000,110000,1,117,200,411
1883,2008,250000,1,35,251,66
1884,2015,600000,1,13,242,178
1885,2009,165000,1,119,222,424
1886,2004,118000,1,112,178,398
1887,2016,700000,1,13,242,178
1888,2013,585000,1,29,271,194
1889,2006,120000,1,112,178,398
1890,2003,65000,1,112,170,388
1891,2006,150000,1,112,178,398
1892,2009,150000,1,112,178,398
1893,2004,170000,1,32,262,164
1894,2006,250000,1,71,45,287
1895,2005,100000,1,32,262,164
1896,2013,599000,1,13,291,193
1897,2010,250000,1,62,83,309
1898,2016,570000,1,10,259,41
1899,2013,440000,1,12,239,161
1900,2005,300000,1,85,3,191
1901,2015,300000,0,11,247,11
1902,2011,500000,0,71,45,287
1903,2016,660000,1,13,242,178
1904,2012,256000,1,44,319,117
1905,2018,409999,1,120,218,426
1906,2015,1888000,1,102,109,318
1907,2011,250000,1,2,204,431
1908,2009,280000,0,54,62,149
1909,2010,300000,1,84,307,226
1910,2016,900000,1,71,84,300
1911,2014,190000,1,119,222,424
1912,2019,800000,1,90,205,160
1913,2012,450000,1,90,246,190
1914,2015,400000,1,84,302,215
1915,2009,150000,1,71,71,302
1916,2011,200000,1,24,230,106
1917,2013,600000,1,71,74,311
1918,2010,175000,1,13,246,166
1919,2008,99000,1,24,228,95
1920,2008,215000,1,10,253,33
1922,2013,520000,1,29,23,249
1923,2016,2280000,0,107,143,369
1924,2015,285000,1,26,230,94
1925,2017,660000,1,32,0,241
1926,2004,31504,1,112,170,388
1927,2015,515000,1,10,270,55
1928,2012,295000,1,29,276,196
1929,2015,700000,1,29,271,194
1930,2017,1100000,1,71,45,284
1931,2017,300000,1,119,224,427
1932,2013,450000,1,10,278,50
1934,2017,700000,1,13,243,178
1935,2012,250000,1,25,223,139
1936,2009,140000,1,1,218,415
1937,2012,250000,1,88,31,277
1938,2011,210000,1,2,224,436
1939,2014,420000,1,36,311,193
1940,2007,130000,1,112,178,398
1941,2012,320000,1,36,308,89
1942,2010,200000,1,1,208,413
1943,2016,310000,1,112,180,400
1944,2012,200000,1,29,213,139
1945,2014,350000,1,10,279,50
1946,2018,444000,1,114,189,407
1947,2017,300000,1,113,188,405
1948,2011,225000,1,29,210,139
1949,2012,600000,1,90,204,182
1950,2013,260000,1,9,235,5
1951,2015,375000,1,3,232,159
1953,2010,150000,1,112,178,398
1954,2014,110000,1,112,178,398
1955,2012,225000,1,112,178,398
1958,2017,860000,1,35,40,115
1959,2018,650000,1,13,243,178
1960,2014,650000,1,13,292,193
1961,2016,710000,1,24,289,222
1962,2017,430000,1,36,317,212
1963,2011,305000,1,13,246,178
1964,2011,220000,1,25,223,139
1965,2010,150000,1,56,295,176
1966,2017,660000,1,32,0,241
1967,2011,140000,1,116,194,123
1968,2015,1100000,1,53,69,150
1969,2013,2450000,0,71,134,367
1970,2017,625000,0,36,24,261
1971,2004,198000,1,32,0,78
1973,2005,130000,1,119,222,424
1974,2012,540000,1,35,36,118
1975,2017,550000,0,10,261,36
1976,2018,475000,1,119,219,424
1977,2017,2825000,0,59,117,335
1978,2020,2125000,1,45,42,295
1979,2018,3350000,0,66,139,352
1980,2018,1800000,0,96,116,328
1981,2018,540000,1,2,223,440
1982,2018,910000,1,91,256,238
1983,2019,484999,1,119,219,424
1984,2020,1950000,0,39,57,275
1985,2018,950000,1,13,287,193
1986,2015,365000,1,36,317,212
1987,2018,900000,1,88,19,248
1988,2017,919999,1,35,25,278
1989,2020,1900000,0,28,75,265
1990,2018,2950000,1,70,112,361
1991,2019,1075000,1,35,48,294
1992,2017,600000,1,10,259,41
1993,2017,3200000,0,64,139,348
1994,2019,2600000,0,59,75,305
1995,2016,839000,1,13,287,193
1996,2019,635000,1,12,242,25
1997,2014,550000,1,71,45,287
1998,2011,180000,1,29,213,140
1999,2015,650000,1,36,311,193
2000,2011,350000,1,11,295,23
2001,2015,265000,1,119,220,424
2002,2018,330000,1,120,218,426
2003,2019,395000,1,9,235,5
2004,2015,700000,1,32,0,241
2005,2012,300000,1,25,223,139
2006,2011,650000,1,85,5,187
2007,2013,625000,1,13,291,193
2008,2014,425000,1,46,14,260
2009,2004,55000,1,112,170,388
2010,2015,250000,1,26,229,95
2011,2015,459999,1,90,204,183
2012,2017,1594000,1,19,282,201
2013,2014,300000,1,12,263,14
2014,2018,950000,1,36,310,199
2015,2013,484999,1,71,45,287
2016,2009,161000,1,88,31,277
2017,2015,500000,1,10,261,46
2018,2012,350000,1,36,308,89
2019,2017,550000,0,10,259,41
2020,2018,850000,1,12,289,31
2022,2011,950000,1,89,75,312
2023,2015,423000,1,21,302,85
2024,2005,90000,1,24,277,77
2025,2011,350000,1,71,71,302
2026,2011,170000,1,119,216,424
2027,2015,450000,1,9,283,34
2028,2009,150000,1,10,253,32
2030,2016,511000,1,24,290,221
2031,2018,850000,1,36,303,232
2032,2018,250000,1,24,228,106
2033,2020,420000,1,119,219,424
2034,2014,180000,1,112,180,400
2035,2015,400000,1,111,179,73
2036,2009,150000,1,88,31,277
2037,2016,500000,1,36,317,212
2038,2017,1689999,1,58,112,324
2039,2012,204999,1,29,206,139
2040,2014,459999,1,13,287,193
2041,2017,600000,1,10,260,48
2042,2019,585000,1,10,261,36
2043,2012,551000,1,89,75,312
2044,2013,525000,1,13,242,178
2045,2012,160000,1,112,168,390
2046,2014,825000,1,71,74,311
2048,2015,600000,1,89,234,147
2049,2002,65000,1,117,200,411
2050,2013,550000,1,13,242,178
2051,2015,650000,1,90,205,160
2052,2019,750000,1,13,243,178
2053,2017,380000,1,11,250,173
2054,2012,400000,1,39,60,274
2055,2003,50000,1,119,222,424
2056,2017,750000,1,32,0,241
2057,2011,150000,1,118,203,422
2058,2016,245000,1,112,180,400
2059,2013,260000,1,13,291,192
2060,2014,411000,0,36,8,260
2061,2014,450000,1,24,291,220
2062,2012,1300000,0,64,131,336
2063,2016,351000,1,119,219,424
2064,2012,550000,1,71,74,311
2065,2013,1300000,0,64,131,336
2073,2016,750000,1,29,271,194
2074,2015,800000,1,29,271,194
2075,2011,350000,1,71,71,302
2076,2013,200000,1,112,180,400
2077,2008,150000,1,26,230,79
2078,2016,800000,1,29,25,249
2079,2017,350000,1,114,189,407
2080,2011,350000,1,71,68,302
2081,2006,250000,1,92,38,282
2082,2010,170000,1,26,231,95
2083,2018,395000,1,113,186,405
2084,2012,450000,1,90,204,182
2085,2019,500000,1,10,259,41
2086,2012,200000,1,56,223,51
2087,2017,1200000,1,71,91,348
2088,2016,400000,1,11,250,173
2089,2016,650000,1,32,0,241
2090,2016,550000,1,90,205,160
2091,2015,1100000,1,71,74,311
2092,2012,254999,1,112,180,400
2093,2011,180000,1,112,178,398
2094,2010,160000,1,84,307,226
2095,2008,225000,1,62,55,296
2096,2015,270000,1,112,180,400
2097,2012,310000,1,13,292,192
2098,2015,225000,1,11,218,10
2099,2015,300000,1,13,246,185
2100,2008,250000,1,14,278,50
2101,2011,180000,1,114,189,407
2102,2015,550000,1,10,270,55
2103,2007,300000,1,90,205,157
2104,2015,900000,1,39,57,273
2106,2018,1530000,1,71,68,311
2107,2015,590000,1,13,242,178
2108,2008,170000,1,1,193,402
2109,2017,2600000,0,59,78,305
2110,2016,475000,1,13,240,178
2111,2018,700000,1,6,241,170
2112,2011,376000,1,119,222,424
2114,2004,75000,1,112,170,388
2115,2012,440000,0,71,45,287
2116,2016,390000,1,119,219,424
2117,2012,725000,1,85,5,187
2118,2012,325000,1,90,204,182
2119,2010,170000,1,112,178,398
2120,2010,215000,1,13,239,178
2121,2010,350000,1,35,42,116
2122,2009,80000,1,118,203,422
2123,2012,195000,1,114,189,407
2125,2014,335000,1,29,276,196
2126,2011,475000,1,71,74,311
2127,2015,484999,1,29,271,193
2128,2018,650000,1,30,9,98
2129,2014,1850000,0,101,156,387
2130,2018,700000,1,10,260,48
2131,2014,3000000,0,101,156,384
2132,2018,900000,1,90,246,190
2133,2013,350000,1,12,239,161
2134,2005,285000,0,105,152,184
2135,2012,1850000,0,101,156,384
2136,2017,750000,1,13,287,193
2137,2013,1650000,0,71,35,344
2138,2018,600000,1,12,291,31
2139,2018,565000,1,120,246,428
2140,2000,86000,1,112,184,403
2141,2016,329000,1,11,218,10
2142,2016,650000,1,36,310,199
2143,2015,822000,1,39,57,275
2144,2013,345000,1,29,23,249
2145,2001,30000,1,117,200,411
2146,2012,330000,1,13,242,178
2147,2014,300000,1,119,219,424
2148,2009,200000,0,40,11,114
2150,2010,90000,1,118,203,422
2151,2010,200000,1,1,218,415
2152,2016,550000,1,3,231,159
2153,2015,250000,1,12,248,12
2154,2017,975000,1,36,309,193
2155,2014,900000,1,85,3,188
2156,2018,610000,1,10,260,48
2157,2017,620000,1,13,242,178
2158,2016,400000,1,10,262,50
2159,2019,500000,1,119,218,424
2160,2017,200000,1,11,220,10
2161,2016,360000,1,13,289,192
2162,2012,252000,1,119,222,424
2163,2012,280000,1,13,242,178
2164,2018,509999,1,10,259,41
2165,2016,1050000,1,65,45,284
2166,2010,200000,1,1,193,402
2167,2005,60000,1,117,200,411
2168,2010,320000,1,88,31,277
2169,2013,520000,1,71,45,287
2170,2007,250000,1,71,71,302
2171,2017,725000,1,13,287,193
2172,2015,585000,1,90,204,182
2173,2017,430000,1,12,274,49
2174,2011,235000,1,13,242,178
2175,2012,350000,1,13,239,178
2176,2010,131000,1,2,224,436
2177,2016,450000,1,36,311,193
2178,2016,750000,1,13,287,193
2179,2013,200000,1,112,180,400
2180,2009,125000,1,1,218,415
2181,2014,500000,1,90,204,182
2182,2012,380000,1,13,242,178
2183,2008,128000,1,112,178,398
2184,2009,250000,1,35,42,116
2185,2017,690000,1,32,230,182
2186,2014,650000,1,90,204,182
2187,2012,560000,1,35,36,118
2189,2016,400000,1,119,219,424
2190,2012,200000,1,119,222,424
2191,2018,950000,1,42,49,127
2192,2016,300000,1,112,180,400
2193,2016,315000,1,113,186,405
2194,2012,220000,1,112,180,400
2195,2011,130000,1,25,301,74
2196,2016,595000,1,24,290,221
2197,2011,110000,1,26,230,94
2198,2017,680000,1,35,51,124
2199,2013,280000,1,13,246,185
2200,2017,530000,1,10,268,55
2201,2017,610000,1,10,262,50
2202,2014,500000,1,71,83,300
2203,2018,500000,1,0,228,106
2204,2010,250000,1,84,307,226
2205,2018,325000,1,114,189,407
2206,2018,550000,1,10,268,55
2207,2018,720000,1,21,296,85
2208,2017,950000,1,42,49,127
2209,2013,350000,1,13,242,178
2210,2018,500000,1,10,261,36
2211,2012,380000,1,13,239,178
2212,2015,380000,0,10,262,50
2213,2017,900000,1,42,49,127
2214,2017,295000,1,112,180,400
2215,2016,640000,1,13,287,193
2216,2018,790000,1,35,25,278
2217,2015,625000,1,42,52,130
2218,2017,604000,1,35,51,124
2219,2015,315000,1,119,220,424
2220,2019,950000,1,35,35,291
2221,2017,400000,1,119,219,424
2222,2018,700000,0,20,312,87
2223,2011,700000,1,85,5,187
2224,2012,260000,1,29,213,139
2225,2012,200000,1,24,230,106
2226,2020,580000,1,10,288,45
2227,2011,330000,1,46,19,260
2228,2011,400000,1,32,28,239
2229,2018,1350000,0,42,49,125
2230,2014,250000,1,29,213,139
2231,2019,725000,1,46,8,128
2232,2013,300000,1,13,242,178
2233,2006,120000,1,112,170,388
2234,2016,1175000,1,71,74,311
2235,2009,380000,1,71,68,302
2236,2014,400000,1,26,230,94
2237,2005,140000,1,26,230,79
2238,2011,229999,1,71,71,302
2239,2003,110000,1,15,230,2
2240,2011,550000,0,59,71,303
2241,2008,150000,1,4,244,29
2242,2017,265000,1,112,167,388
2243,2011,300000,1,10,255,19
2244,2015,280000,1,112,180,400
2245,2005,130000,1,17,267,53
2246,2015,350000,1,12,263,14
2247,2009,200000,1,10,279,50
2248,2018,550000,1,10,259,41
2249,2013,400000,1,90,204,182
2250,2010,170000,1,10,279,50
2251,2015,600000,1,24,289,222
2252,2011,130000,1,112,178,398
2254,2011,100000,1,112,170,388
2255,2016,310000,1,113,186,405
2256,2007,35000,1,112,170,388
2257,2010,200000,1,10,255,19
2260,2013,210000,1,7,210,4
2261,2015,509999,1,3,232,159
2262,2013,229999,1,25,226,139
2263,2014,409999,1,29,23,249
2264,2011,130000,1,118,203,422
2265,2013,95000,1,110,171,380
2266,2016,225000,1,112,180,400
2268,2017,775000,1,13,287,193
2269,2017,420000,1,119,219,424
2270,2016,480000,1,10,262,50
2272,2010,260000,1,90,205,157
2274,2018,600000,1,12,242,25
2275,2009,140000,1,25,223,139
2276,2010,130000,1,112,168,390
2277,2007,195000,1,13,242,178
2278,2013,210000,1,26,230,94
2279,2006,130000,1,119,222,424
2280,2012,141000,1,12,254,15
2281,2011,280000,1,90,205,157
2282,2010,350000,0,40,8,114
2283,2018,575000,1,11,25,143
2284,2015,550000,1,10,260,48
2286,2006,120000,1,112,178,398
2287,2015,320000,1,119,220,424
2288,2011,250000,1,33,302,71
2289,2010,300000,1,40,18,112
2290,2006,250000,1,119,222,424
2292,2018,750000,1,32,230,182
2293,2005,151000,1,71,45,287
2294,2011,300000,1,71,69,302
2295,2019,577000,1,10,259,41
2296,2012,229999,1,119,222,424
2297,2013,500000,1,90,204,182
2298,2019,840000,0,12,289,31
2299,2017,900000,1,36,26,261
2300,2017,650000,1,12,289,31
2301,2016,650000,1,36,311,193
2302,2016,250000,1,114,189,407
2303,2016,550000,1,36,285,237
2304,2007,250000,1,13,246,178
2305,2013,350000,1,32,0,241
2306,2014,185000,1,116,191,109
2307,2010,229999,1,9,230,7
2308,2016,1000000,1,85,3,188
2309,2019,490000,1,10,259,41
2310,2009,150000,1,10,253,33
2311,2013,600000,1,13,291,193
2312,2013,270000,1,119,199,410
2313,2005,60000,1,117,200,411
2314,2008,150000,1,40,18,112
2316,2013,525000,1,13,242,178
2318,2012,83000,1,24,228,106
2319,2017,300000,1,114,189,407
2320,2012,350000,1,10,255,19
2321,2011,300000,1,10,255,19
2322,2011,250000,1,13,297,202
2323,2006,114999,1,112,170,388
2324,2018,700000,1,30,7,98
2325,2020,250000,1,119,218,424
2326,2016,350000,1,119,219,424
2327,1998,80000,1,112,168,390
2328,2017,850000,1,90,246,190
2330,2007,90000,1,118,203,422
2331,2014,600000,1,89,234,147
2332,2007,135000,1,112,178,398
2333,2005,150000,1,33,304,64
2337,2009,240000,1,14,278,50
2338,2018,946000,1,24,289,221
2339,2011,215000,1,24,228,106
2340,1999,50000,1,117,200,411
2341,2013,310000,1,36,311,193
2342,2008,220000,1,10,253,32
2343,2008,195000,1,13,246,178
2344,2015,650000,1,10,261,46
2345,2011,350000,1,10,255,19
2346,2013,360000,1,10,265,37
2347,2013,550000,1,52,80,156
2348,2016,490000,1,10,262,50
2349,2011,195000,1,112,178,398
2350,2010,125000,1,112,178,398
2351,2019,459999,1,12,274,49
2352,2015,275000,1,112,180,400
2353,2018,680000,1,13,243,178
2354,2015,600000,1,10,270,55
2355,2018,720000,1,10,259,41
2357,2016,356000,1,113,186,405
2358,2011,225000,1,2,224,436
2359,2019,725000,1,36,312,212
2360,2010,130000,1,118,203,422
2361,2015,300000,1,113,186,405
2362,2013,400000,1,10,265,37
2363,2013,550000,1,24,289,223
2364,2006,120000,1,119,218,424
2365,2012,409999,1,88,31,277
2366,2010,110000,1,2,204,431
2368,2019,610000,1,10,259,41
2369,2016,515000,1,36,294,198
2370,2018,925000,1,36,310,199
2371,2019,860000,1,36,17,110
2372,2012,225000,1,25,224,139
2373,2017,500000,1,36,317,212
2374,2017,600000,0,10,259,41
2375,2012,195000,1,25,223,139
2376,2012,265000,1,119,222,424
2377,2018,650000,1,37,312,210
2378,2015,415000,1,36,317,212
2379,2015,600000,1,29,271,194
2380,2013,340000,1,10,279,50
2381,2014,350000,1,3,230,137
2382,2012,265000,1,13,240,178
2383,2017,625000,1,71,69,302
2384,2008,245000,1,32,28,250
2385,2014,395000,1,13,242,178
2387,2014,490000,1,3,231,159
2389,2018,955000,1,13,287,193
2390,2013,525000,1,13,242,178
2391,2017,550000,1,12,274,49
2392,2014,200000,1,26,230,94
2393,2017,500000,1,9,283,34
2394,2016,825000,1,13,287,193
2395,2012,250000,1,32,0,241
2396,2015,600000,1,10,252,9
2397,2018,1325000,1,71,45,284
2398,2016,770000,1,32,0,241
2399,2011,415000,1,62,55,296
2400,2011,825000,1,74,141,357
2401,2018,530000,1,36,318,212
2402,2006,425000,1,85,5,187
2403,2012,310000,1,11,283,16
2404,2017,390000,1,12,274,49
2405,2016,700000,1,42,49,127
2406,2010,200000,1,2,224,436
2407,2013,1050000,1,85,3,188
2408,2014,580000,1,36,311,193
2409,2014,200000,1,114,189,407
2410,2013,245000,1,12,276,44
2411,2010,210000,1,10,253,33
2412,2005,50000,1,41,304,84
2413,2012,700000,0,76,131,360
2414,2019,660000,1,13,242,174
2415,2015,630000,1,35,40,115
2416,2012,950000,1,71,74,311
2417,2018,740000,1,10,260,48
2418,2017,570000,1,9,283,34
2419,2012,450000,1,39,60,274
2420,2019,390000,1,120,218,426
2421,2009,180000,1,45,300,83
2422,2015,130000,1,110,171,380
2423,2006,270000,1,35,251,66
2424,1997,60000,1,112,170,388
2425,2006,170000,1,47,8,103
2426,2015,978999,1,39,57,275
2427,2018,490000,1,12,274,49
2428,2012,280000,1,36,289,198
2429,2018,390000,1,12,274,49
2430,2013,170000,1,112,180,400
2431,2008,45000,1,118,203,422
2432,2016,640000,1,13,287,193
2433,2015,650000,1,90,246,190
2434,2013,500000,1,71,45,287
2435,2008,90000,1,25,223,140
2436,2014,480000,1,71,83,300
2437,2019,630000,1,10,259,41
2438,2011,250000,1,10,253,33
2439,2016,330000,1,10,262,50
2440,2009,180000,1,10,253,32
2441,2010,210000,1,10,255,19
2442,2016,550000,1,13,242,178
2443,2020,950000,0,11,25,143
2444,2013,430000,1,90,204,182
2445,2014,348000,1,10,253,33
2446,2014,196000,1,112,180,400
2447,2010,150000,1,1,218,415
2449,2009,150000,1,1,218,415
2450,2019,1250000,1,71,91,348
2451,2015,600000,1,13,291,193
2452,2010,65000,1,110,171,380
2453,2016,220000,1,112,167,388
2454,2016,220000,1,112,167,388
2455,2006,110000,1,7,211,439
2456,2012,175000,1,116,191,109
2457,2011,160000,1,118,204,422
2458,2004,65000,1,112,170,388
2459,2002,60000,1,112,170,388
2460,2007,120000,1,112,178,398
2462,2013,1000000,0,95,131,355
2463,2010,220000,1,119,222,424
2465,2008,114999,1,112,168,390
2467,2016,850000,0,71,74,311
2468,2016,750000,1,13,287,193
2469,2017,265000,1,120,218,426
2470,2014,450000,1,44,319,117
2471,2013,225000,1,32,0,241
2472,2015,1125000,1,71,45,284
2473,2009,270000,1,10,277,40
2474,2007,130000,1,112,178,398
2475,2017,660000,1,32,230,182
2476,2015,240000,1,119,220,424
2477,2017,275000,1,112,180,400
2478,2012,750000,1,85,5,187
2479,2007,65000,1,4,247,17
2480,2017,850000,1,71,84,300
2481,2016,300000,1,119,196,408
2482,2018,555000,1,10,260,48
2483,2015,825000,1,65,45,284
2484,2010,150000,1,2,204,431
2485,2009,185000,1,13,239,178
2486,2010,180000,1,10,253,32
2487,2010,160000,1,112,178,398
2488,2012,500000,0,99,91,340
2489,2014,375000,1,13,242,178
2490,2015,900000,1,85,3,191
2491,2017,459999,1,10,262,50
2492,2014,480000,1,29,271,194
2493,2013,320000,1,13,242,178
2494,2013,370000,1,13,242,178
2496,2002,75000,1,117,200,411
2497,2016,400000,1,13,240,178
2499,2014,425000,1,13,242,178
2500,2014,325000,1,119,219,424
2501,2016,350000,1,10,262,50
2502,2018,600000,1,10,260,48
2503,2012,120000,1,116,194,123
2504,2012,200000,1,119,222,424
2505,2008,100000,1,112,178,398
2506,2014,350000,1,3,230,137
2507,2006,85000,1,112,178,398
2508,2019,399000,1,119,220,424
2509,2014,580000,1,39,59,275
2510,2017,290000,1,113,188,405
2511,2014,380000,1,10,262,50
2512,2010,200000,1,25,223,139
2513,2018,390000,1,119,196,408
2514,2017,500000,1,10,261,36
2515,2012,520000,1,13,291,193
2516,2017,650000,1,13,242,178
2517,2018,380000,1,120,218,426
2518,2010,275000,1,119,197,408
2519,2015,520000,1,13,242,178
2520,2015,610000,1,13,242,178
2521,2004,85000,1,119,222,424
2522,2013,490000,1,29,271,194
2523,2015,229999,1,114,189,407
2524,2015,411000,1,10,262,50
2525,2019,362000,1,9,202,417
2526,2014,550000,1,19,221,144
2527,2018,459999,1,119,196,408
2528,2011,190000,1,10,279,50
2529,2019,499000,0,2,223,440
2530,2018,358000,1,9,235,5
2531,2012,278000,1,19,222,144
2532,2014,320000,1,13,246,185
2533,2013,580000,1,29,25,243
2534,2019,1300000,0,35,41,115
2535,2018,825000,1,36,311,193
2536,2004,170000,1,49,56,134
2537,2014,1700000,1,102,109,318
2538,2018,490000,1,2,223,440
2539,2018,1050000,1,71,74,311
2540,2016,210000,1,12,248,12
2541,2016,1250000,1,71,45,284
2542,2012,320000,1,13,242,178
2543,2012,400000,1,62,55,296
2544,2013,320000,1,13,240,178
2545,2012,600000,1,19,284,201
2546,2012,275000,1,119,222,424
2547,2009,170000,1,112,178,398
2548,2012,155000,1,116,194,123
2552,2015,620000,1,29,271,194
2553,2017,530000,1,10,261,36
2554,2015,550000,1,19,219,144
2555,2014,600000,1,36,311,193
2556,2014,649000,1,71,74,311
2557,2014,625000,1,36,311,193
2558,2010,125000,1,118,205,422
2559,2009,305000,1,89,234,147
2560,2010,285000,1,40,11,114
2561,2015,600000,1,71,69,304
2562,2016,426000,1,11,262,54
2563,2010,180000,1,26,231,95
2564,2011,400000,1,39,60,274
2565,2010,120000,1,12,254,15
2566,2012,300000,1,13,292,192
2567,2011,190000,1,119,222,424
2568,2017,310000,1,112,180,400
2569,2019,380000,1,113,186,405
2570,2019,740000,1,32,230,182
2571,2016,260000,1,113,188,405
2572,2017,320000,1,119,220,424
2573,2013,211000,1,119,196,408
2574,2018,650000,1,10,259,41
2575,2017,651000,1,13,243,178
2576,2019,380000,0,119,220,424
2577,2014,160000,1,116,191,109
2578,2019,1270000,0,42,49,127
2579,2011,300000,1,119,197,408
2580,2015,405000,1,13,242,178
2581,2015,850000,1,71,74,311
2582,2017,680000,1,32,230,182
2583,2014,426999,1,10,262,50
2584,2015,525000,1,24,289,222
2585,2014,1019999,1,85,3,188
2586,2005,245000,1,85,5,187
2587,2015,869999,1,39,57,273
2588,2010,160000,1,119,197,408
2589,2016,700000,1,13,287,193
2590,2012,300000,1,29,276,196
2591,2007,175000,0,54,62,149
2592,2012,960000,1,85,5,187
2593,2014,525000,1,88,19,248
2594,2015,345000,1,3,230,137
2595,2015,390000,1,11,281,16
2596,2015,275000,1,11,218,10
2597,2014,310000,1,12,263,14
2598,2017,500000,1,10,261,36
2599,2013,200000,1,13,249,200
2600,2018,650000,1,36,285,237
2601,2018,1031000,1,36,309,193
2602,2018,330000,1,119,224,427
2603,2019,399000,1,2,223,440
2604,2012,250000,1,10,253,32
2605,2017,600000,1,6,241,170
2606,2013,375000,1,13,242,178
2607,2012,375000,1,46,14,260
2608,2013,445000,1,39,59,275
2609,2003,55000,1,119,222,424
